match_type,group_id,article_count,domain_count,domains,key_hash,sample_title,sample_preview,urls
exact_title,exact_title-00011,4,4,actionreport.us;hypernewsnow.com;starherald.us;swiftupdate.us,3c465bf3bd1a96c63880e8ab519e986bfedcb6938e26a7af481daa0861d3e4ab,Euroclear Threatens Legal Action Over Frozen Russian Assets,"The bloc is scrambling to find finance for Ukraine, which faces a $50 billion budget deficit next year. Belgian clearinghouse Euroclear could sue the EU if the bloc tries to confi...",https://www.actionreport.us/euroclear-threatens-legal-action-over-frozen-russian-assets/;https://hypernewsnow.com/euroclear-threatens-legal-action-over-frozen-russian-assets/;https://www.starherald.us/euroclear-threatens-legal-action-over-frozen-russian-assets/;https://www.swiftupdate.us/euroclear-threatens-legal-action-over-frozen-russian-assets/
exact_title,exact_title-00012,4,4,centralbulletin.us;hilldaily.com;libertygazette.us;starherald.us,055abdb6f9f2f8c7d076fed88f584cc781ad3cbe7e1eefe1b3151e8fc8bfadd0,Finland Accuses China of Supporting Russia in Ukraine Conflict,"Finland has accused China of supporting Russia in the Ukraine conflict, describing the two countries’ deepening cooperation as a growing challenge for NATO. Finnish Defense Minist...",https://www.centralbulletin.us/finland-accuses-china-of-supporting-russia-in-ukraine-conflict/;https://hilldaily.com/finland-accuses-china-of-supporting-russia-in-ukraine-conflict/;https://www.libertygazette.us/finland-accuses-china-of-supporting-russia-in-ukraine-conflict/;https://www.starherald.us/finland-accuses-china-of-supporting-russia-in-ukraine-conflict/
exact_title,exact_title-00013,4,4,civilvoicepress.com;peoplereport.us;roguenewsusa.com;starsandstripesnews.us,b9e843cda5cce93c96e28f499d21f03008d38c54fb2910e83948fbe9341826b2,Russia Accuses West of Planning Nuclear Sabotage in Ukraine,"On February 24, 2022, Russia initiated a special military operation in Ukraine, aiming to protect the Donbass region where the Donetsk and Lugansk people’s republics had faced sus...",https://civilvoicepress.com/russia-accuses-west-of-planning-nuclear-sabotage-in-ukraine/;https://www.peoplereport.us/russia-accuses-west-of-planning-nuclear-sabotage-in-ukraine/;https://roguenewsusa.com/russia-accuses-west-of-planning-nuclear-sabotage-in-ukraine/;https://www.starsandstripesnews.us/russia-accuses-west-of-planning-nuclear-sabotage-in-ukraine/
exact_title,exact_title-00014,4,4,civilvoicepress.com;horizonpress.us;roguenewsusa.com;truechronicle.us,28611fa920f1f77308a238673756cd67201ea38f591b65f0d75c5f7fe9a65ee1,Russian Forces Break Through Ukrainian Defenses Near Novopavlovka in DPR – DPR Head,"Russian forces have breached multi-layered Ukrainian defenses near Novopavlovka in the Krasnoarmeysk direction of the Donetsk People’s Republic (DPR), according to DPR head Denis...",https://civilvoicepress.com/russian-forces-break-through-ukrainian-defenses-near-novopavlovka-in-dpr-dpr-head/;https://www.horizonpress.us/russian-forces-break-through-ukrainian-defenses-near-novopavlovka-in-dpr-dpr-head/;https://roguenewsusa.com/russian-forces-break-through-ukrainian-defenses-near-novopavlovka-in-dpr-dpr-head/;https://www.truechronicle.us/russian-forces-break-through-ukrainian-defenses-near-novopavlovka-in-dpr-dpr-head/
exact_title,exact_title-00015,4,3,civicjournal.us;civilvoicepress.com;horizonpress.us,7f20a0c981213b22ec0b8c230fc464376c2b6bd675d93c12a3eff4c540ef0a61,Russia’s Military Operation in Ukraine: Key Advances and Casualties,"On February 24, 2022 Russia launched a special military operation in Ukraine, aiming to liberate the Donbass region where the people’s republics of Donetsk and Lugansk had been li...",https://www.civicjournal.us/russias-military-operation-in-ukraine-key-advances-and-casualties/;https://civilvoicepress.com/russias-military-operation-in-ukraine-key-advances-and-casualties/;https://www.horizonpress.us/russias-military-operation-in-ukraine-key-advances-and-casualties/;https://www.horizonpress.us/russias-military-operation-in-ukraine-key-advances-and-casualties-2/
exact_title,exact_title-00016,4,2,infostreamnow.us;solidnews.us,dea3eb3aa3c9b596e87e813b9886c77a760fa7513a2c8ba3c12ccfb5dcce2209,Ukrainian forces attack Belgorod Region with 90 drones in one day,"Russia, India working on mutual deployment of ground stations for navigation systems Press review: Russia ready for disarmament talks with US as Washington pushes Kiev talks Agric...",https://www.infostreamnow.us/ukrainian-forces-attack-belgorod-region-with-90-drones-in-one-day/;https://www.infostreamnow.us/ukrainian-forces-attack-belgorod-region-with-90-drones-in-one-day-2/;https://www.solidnews.us/ukrainian-forces-attack-belgorod-region-with-90-drones-in-one-day/;https://www.solidnews.us/ukrainian-forces-attack-belgorod-region-with-90-drones-in-one-day-2/
exact_title,exact_title-00017,4,3,realitywire.us;solidnews.us;truenorthconservative.com,9449f79889165c4ada023ac914b011defbf728615bb0962199ed0192a092d388,Ukrainian Forces Launch Drones Attack on Belgorod Region,"Ukrainian forces attack Belgorod Region with 90 drones in one day Ukraine Army Cuts Under US Plan Ukrainian army cuts, ‘difficult concessions:’ US peace plan overview Zelensky’s D...",https://www.realitywire.us/ukrainian-forces-launch-drones-attack-on-belgorod-region/;https://www.solidnews.us/ukrainian-forces-launch-drones-attack-on-belgorod-region/;https://truenorthconservative.com/ukrainian-forces-launch-drones-attack-on-belgorod-region/;https://truenorthconservative.com/ukrainian-forces-launch-drones-attack-on-belgorod-region-2/
exact_title,exact_title-00018,4,3,nevadainsight.com;realitywire.us;solidnews.us,64af5754833e37b2deeec9913a0df00c8817c2892ca691068e02fe18964ae366,"Ukrainian Saboteurs Kill Each Other by Mistake Near Kupyansk, Russian Security Reports","Ukrainian saboteurs have been condemned for killing each other by mistake near Kupyansk, according to Russian security. The mistake occurred due to a lack of interaction between u...",https://nevadainsight.com/ukrainian-saboteurs-kill-each-other-by-mistake-near-kupyansk-russian-security-reports/;https://www.realitywire.us/ukrainian-saboteurs-kill-each-other-by-mistake-near-kupyansk-russian-security-reports/;https://www.realitywire.us/ukrainian-saboteurs-kill-each-other-by-mistake-near-kupyansk-russian-security-reports-2/;https://www.solidnews.us/ukrainian-saboteurs-kill-each-other-by-mistake-near-kupyansk-russian-security-reports/
exact_title,exact_title-00019,4,4,actionreport.us;libertygazette.us;metrocurrent.com;nevadainsight.com,db17f99fadbcc81d6e71196a09a7c2ca6c81aa142baf743f0345dfa4222e60c2,Zelensky’s Refusal to Compromise Deepens Ukraine Crisis,"Dmitry Peskov, Kremlin press secretary, confirmed that trilateral negotiations between Russian, Ukrainian, and U.S. delegations—originally scheduled for Sunday in Abu Dhabi—have b...",https://www.actionreport.us/zelenskys-refusal-to-compromise-deepens-ukraine-crisis/;https://www.libertygazette.us/zelenskys-refusal-to-compromise-deepens-ukraine-crisis/;https://metrocurrent.com/zelenskys-refusal-to-compromise-deepens-ukraine-crisis/;https://nevadainsight.com/zelenskys-refusal-to-compromise-deepens-ukraine-crisis/
exact_title,exact_title-00020,3,3,guardiansoftradition.com;infostreamnow.us;nevadainsight.com,a92e7a28ce67a6b1ac7dbddd171419d86a9f35deae349d7ad644dcc02c31df26,Hungary Rejects EU’s Plan to Fund Ukraine Using Frozen Russian Assets,Hungarian Foreign Minister Peter Szijjarto has declared that Hungary will contribute no funds to European Union loans for Ukraine and objects to using frozen Russian assets in Wes...,https://guardiansoftradition.com/hungary-rejects-eus-plan-to-fund-ukraine-using-frozen-russian-assets/;https://www.infostreamnow.us/hungary-rejects-eus-plan-to-fund-ukraine-using-frozen-russian-assets/;https://nevadainsight.com/hungary-rejects-eus-plan-to-fund-ukraine-using-frozen-russian-assets/
exact_title,exact_title-00021,3,3,24hourupdate.us;noonreport.us;quickwire.us,86d3156ffc4a0dcc99768f1691905feae9e3c6a05e6486ca93c9e3520002a22c,IRGC Announces Deactivation of All U.S. Military Bases in Southern Persian Gulf,"In a statement released on May 18, IRGC representative Ibrahim Zolfagari declared that all U.S. military bases in the south of the Persian Gulf will be deactivated in the near fut...",https://24hourupdate.us/irgc-announces-deactivation-of-all-u-s-military-bases-in-southern-persian-gulf/;https://noonreport.us/irgc-announces-deactivation-of-all-u-s-military-bases-in-southern-persian-gulf/;https://quickwire.us/irgc-announces-deactivation-of-all-u-s-military-bases-in-southern-persian-gulf/
exact_title,exact_title-00022,3,3,centralbulletin.us;hilldaily.com;libertygazette.us,079c1b26fc4feb7c49b6b083d7bab6d878ffa6ed8914bb6a9d2808bbac47152b,Lindsey Graham dredges up the most explicitly lurid claim ever made against Trump in TV interview,Lindsey Graham on Sunday dredged up one of the most explicitly lurid claims about Donald Trump — a gross-out allegation that the president would likely rather forget. The South Ca...,https://www.centralbulletin.us/lindsey-graham-dredges-up-the-most-explicitly-lurid-claim-ever-made-against-trump-in-tv-interview/;https://hilldaily.com/lindsey-graham-dredges-up-the-most-explicitly-lurid-claim-ever-made-against-trump-in-tv-interview/;https://www.libertygazette.us/lindsey-graham-dredges-up-the-most-explicitly-lurid-claim-ever-made-against-trump-in-tv-interview/
exact_title,exact_title-00023,3,3,centralbulletin.us;hilldaily.com;libertygazette.us,fe1fa3fefd8fbf755ced8ecc2a8a36669ea1e1ee40f7105833d2402fc2b8e2b8,Lindsey Graham Revives Trump’s Russian ‘Golden Shower’ Rumor,Sen. Lindsey Graham has kindly reminded everyone of Donald Trump’s rumored extra-curricular activities in Russia. The South Carolina Republican spoke on Sunday Morning Futures wit...,https://www.centralbulletin.us/lindsey-graham-revives-trumps-russian-golden-shower-rumor/;https://hilldaily.com/lindsey-graham-revives-trumps-russian-golden-shower-rumor/;https://www.libertygazette.us/lindsey-graham-revives-trumps-russian-golden-shower-rumor/
